"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Lekka, Cezariusz","1648009","15","1","27","0","2","54.5","47","13","11","23","-4","22","10","6","12","8","64","25","1","96","10","40","2","13","60","0","0","0","0","0","0","0","33.3","","4","5","0","3","4","4","13","60","0","0","9","2","0","4","54.5","47.3","2","0","0","1","6","9","0","0","6","2","1","9","3","3","3","0","4","13","0","0","0","0","0","0","3","1","0","0","12","16","0","0","0","0","0","0","4","31","14","21","23","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Tajak, Adam","1616968","16","8","19","1","3","54.4","21","7","6","29","-5","5","5","1","0","0","20","0","0","0","0","0","7","55","83","1","2","4","2","0","1","1","30.3","","0","0","0","0","0","0","55","83","4","1","26","3","0","29","54.4","49.1","1","0","3","0","0","4","1","1","1","0","0","3","0","0","0","0","0","0","4","1","1","0","8","14","0","0","0","0","0","0","1","2","0","0","1","4","4","10","12","10","12","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Spaggiari, Roberto","1744716","21","3","15","2","1","53.9","43","16","18","42","5","18","11","4","7","5","50","0","0","0","0","0","2","23","91","0","0","0","0","0","0","0","25.2","","4","4","1","3","0","0","23","91","2","0","15","0","1","8","53.9","47.6","0","2","0","0","4","6","1","2","8","3","0","14","9","0","0","0","4","13","0","0","0","0","0","0","5","3","1","0","1","10","0","0","0","0","0","0","4","25","15","15","10","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Cerny, Jan-Ola","1637941","12","3","13","0","1","57.7","24","8","7","29","-4","21","10","6","11","6","57","28","1","96","8","29","4","29","100","0","0","0","0","0","0","0","35.4","","4","4","1","5","1","2","29","100","3","1","20","1","2","9","57.7","51.5","1","0","1","0","2","4","2","1","3","0","0","6","2","0","1","0","4","7","0","0","0","0","0","0","2","1","1","0","3","7","0","0","0","0","0","0","4","20","16","15","14","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Eckerlid, Enar","1638039","17","14","11","0","3","52.2","15","3","7","47","27","8","4","1","4","0","13","0","0","0","2","0","7","44","77","0","0","1","1","0","0","0","47.3","","0","0","0","1","0","3","44","77","3","1","19","4","2","25","52.2","48","1","0","1","1","2","5","2","0","1","0","2","5","0","0","0","0","0","0","3","1","0","0","1","5","0","0","0","0","0","0","0","0","0","1","0","1","4","15","10","4","5","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","Rogesini","Aliberti, Antonio","1903617","0","-2","0","0","0","0","0","0","0","0","0","38","28","12","10","9","55","27","2","93","8","30","0","0","0","4","3","12","2","3","5","2","22.4","","6","6","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","3","2","12","4","25","8","15","14","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Pillitteri, Riccardo","1864437","4","2","16","2","0","48.6","0","0","0","0","0","18","8","5","10","7","67","0","0","0","0","0","4","17","70","51","21","148","46","55","31","16","16.8","","2","2","2","5","3","3","17","70","1","0","5","3","0","12","48.6","45.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","21","8","12","56","148","4","45","29","26","31","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Ekholst, Hans Erik","1638047","18","7","18","2","1","50","38","6","14","37","21","22","16","7","6","4","50","27","3","89","10","37","3","25","65","0","0","0","0","0","0","0","48","","3","5","0","0","1","1","25","65","0","1","10","3","0","15","50","45.3","0","1","1","0","1","3","1","0","2","2","1","6","4","0","1","0","6","11","0","0","0","0","0","0","6","0","1","1","10","18","0","0","0","0","0","0","4","31","20","15","23","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Barile, Claudio","1864931","24","13","19","5","1","48.2","24","6","12","50","25","12","5","2","7","4","50","0","0","0","1","0","11","30","69","0","0","0","0","0","0","0","55","","0","0","0","2","4","5","30","69","6","0","13","5","1","17","48.2","45.2","1","1","0","0","4","6","3","1","3","0","0","7","0","0","0","0","0","0","8","1","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","4","14","9","16","10","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Mello, Cesarino","1767855","27","19","18","2","0","48.2","41","6","21","51","37","19","10","6","9","6","63","0","0","0","0","0","6","21","80","0","0","0","0","0","0","0","63.6","","2","2","2","5","2","2","21","80","4","0","12","2","0","9","48.2","44.3","1","1","0","0","8","10","3","0","4","3","1","11","8","1","0","0","3","12","0","0","0","0","0","0","6","0","0","0","2","8","0","0","0","0","0","0","4","22","12","16","13","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Queiroga, Ticiano","1683824","14","-5","12","3","1","52.3","37","13","11","30","-5","21","12","2","9","5","33","31","3","90","7","23","2","24","74","0","0","0","0","0","0","0","19.1","","2","5","0","1","3","3","24","74","1","0","15","1","1","9","52.3","47.3","0","0","3","0","6","9","0","0","0","1","0","1","4","3","2","0","3","12","0","0","0","0","0","0","5","1","4","1","4","15","0","0","0","0","0","0","4","25","18","20","18","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Carella, Grigorios","1622547","11","6","12","2","1","50.1","19","3","6","32","16","8","1","0","7","3","38","0","0","0","1","0","4","36","81","1","0","1","1","0","0","0","25.7","","0","0","0","2","3","5","36","81","0","2","17","4","1","19","50.1","46.5","0","2","0","0","6","8","1","0","0","2","0","3","0","0","0","0","0","0","3","1","0","0","4","8","0","0","0","0","0","0","1","0","0","0","0","1","4","11","7","6","9","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Mazzanti, Orazio","1768094","0","-4","0","0","0","0","0","0","0","0","0","33","23","18","10","9","82","33","4","88","12","36","0","0","0","2","1","11","1","4","4","2","26.4","","6","6","1","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","5","11","4","24","15","9","17","0","0","0","0"
"Italy","15196","1063376","italy_15196","Rogesini vs STADIO 3:1","2026-04-28 19:00","San Roges","STADIO","Beccari, Alfredo","1622545","1","0","1","0","0","49.3","1","1","0","0","-100","2","2","0","0","0","0","1","0","100","0","0","1","5","11","0","0","0","0","0","0","0","1.9","","0","0","0","0","0","0","5","11","1","1","3","0","0","2","49.3","49.3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","1","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Selleri, Fabrizio","1974925","3","3","16","0","0","67.8","3","0","0","0","0","15","6","1","9","5","40","0","0","0","0","0","3","27","47","38","14","81","20","21","32","8","11.8","","3","3","0","3","2","3","27","47","0","1","14","3","1","13","67.8","56.3","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","14","0","8","21","81","4","26","27","18","16","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Prusaczyk, Jakub","2059842","11","0","13","5","0","61.1","18","4","8","44","22","12","4","1","8","4","42","24","2","92","13","54","3","42","63","0","0","0","0","0","0","0","30.8","","1","2","0","1","3","5","42","63","2","1","27","1","1","15","61.1","55.7","0","0","0","0","2","2","0","0","2","0","0","2","6","1","1","0","2","10","0","0","0","0","0","0","2","0","0","0","2","4","0","0","0","0","0","0","4","19","19","7","16","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Terajima, Tomoaki","1976818","22","16","20","2","2","60.6","21","4","11","52","33","7","2","1","5","3","57","0","0","0","2","0","9","41","61","0","0","3","1","1","0","1","57.2","","2","2","0","0","1","3","41","61","7","1","21","2","0","20","60.6","55","1","0","0","0","3","4","2","0","1","0","0","3","0","0","0","0","0","0","8","0","3","0","3","14","0","0","0","0","0","0","0","0","0","0","3","3","4","6","17","12","10","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Rigsby, Mitchell","2087302","19","14","13","1","0","66.1","22","4","13","59","41","16","5","1","11","6","44","0","0","0","3","0","6","33","51","0","0","0","0","0","0","0","50.8","","3","4","0","1","3","6","33","51","5","0","20","1","7","13","66.1","56.2","0","1","0","0","4","5","2","1","1","0","0","4","5","1","0","0","1","7","0","0","0","0","0","0","6","0","0","0","0","6","0","0","0","0","0","0","4","13","16","13","12","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Vital, Alexandre","2032858","8","2","4","2","0","48.8","13","4","2","15","-15","10","5","4","5","2","60","12","0","100","7","58","6","31","40","0","0","0","0","0","0","0","22.6","","2","2","0","2","0","1","31","40","5","0","19","1","0","12","48.8","47.8","0","0","0","0","2","2","2","0","0","0","1","3","0","1","0","0","2","3","0","0","0","0","0","0","0","0","3","0","2","5","0","0","0","0","0","0","4","7","13","8","7","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Rydzyński, Dariusz","2004120","6","1","9","0","0","72.4","11","5","4","36","-9","4","2","1","2","0","25","0","0","0","0","0","2","24","30","0","0","0","0","0","0","0","5.5","","0","0","0","1","0","1","24","30","1","3","17","1","1","7","72.4","57.6","0","2","0","0","1","3","0","0","1","0","0","1","0","0","0","0","0","0","4","1","1","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","4","3","5","7","9","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Lodato, Oronzo","2003627","0","-1","0","0","0","0","0","0","0","0","0","12","4","3","8","6","75","17","1","94","8","47","0","0","0","0","1","2","1","1","0","0","12.4","","5","6","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","4","5","7","4","9","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Nowak, Radosław","2004353","4","3","7","1","0","53.5","6","0","3","50","50","5","0","0","5","2","40","0","0","0","1","0","1","11","17","0","0","0","0","0","0","0","9.6","","1","2","0","1","1","2","11","17","1","0","6","0","3","5","53.5","48.8","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","4","4","3","4","7","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Romão, Edu","2003549","15","10","8","2","0","67.6","13","3","8","62","38","1","0","0","1","0","0","0","0","0","1","0","7","34","38","0","0","0","0","0","0","0","38.9","","0","0","0","0","0","1","34","38","4","0","16","3","3","18","67.6","62.7","0","0","0","0","1","1","2","0","2","0","0","4","0","0","0","0","0","0","6","1","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","4","5","7","10","5","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Tomaszewski, Jacek","1975097","5","1","9","1","1","75.9","4","2","2","50","0","4","0","0","4","2","50","6","1","83","5","83","2","19","26","0","0","0","0","0","0","0","11.8","","1","1","0","1","1","2","19","26","1","1","9","1","0","10","75.9","67.5","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","4","5","6","5","5","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Siekierka, Adam","2060364","4","4","0","0","0","0","1","0","0","0","0","5","0","0","5","3","60","0","0","0","2","0","4","12","14","8","1","18","3","6","7","2","14.8","","2","2","0","0","1","3","12","14","3","0","7","1","0","5","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","1","1","7","18","4","5","6","4","7","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Muggia Volley Trieste","Cavaliere, Dino","2087654","0","0","0","0","0","0","0","0","0","0","0","4","1","0","3","3","75","9","0","100","4","44","0","0","0","4","0","4","3","0","1","0","6.4","","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","3","5","7","2","1","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Wysocki, Adam","1927137","1","-1","14","2","1","51.8","1","0","0","0","0","25","12","3","13","7","40","0","0","0","0","0","0","3","43","20","39","119","5","23","46","45","6.2","","5","5","0","6","2","2","3","43","0","0","2","0","0","1","51.8","47.5","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","39","23","10","27","119","4","28","32","23","30","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Rashkov, Stefan","1929398","16","-4","12","2","0","61","33","17","13","39","-12","24","10","4","14","8","50","31","1","97","6","19","3","32","53","0","0","0","0","0","0","0","23.9","","5","5","3","9","0","0","32","53","2","0","16","1","0","16","61","50.6","2","4","3","0","0","9","0","0","7","7","1","15","2","0","1","1","0","4","0","0","0","0","0","0","1","0","2","0","2","5","0","0","0","0","0","0","4","18","22","16","17","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Graf, Bartosz","1976831","10","2","17","0","0","64.6","25","8","7","28","-4","8","5","0","3","0","0","0","0","0","0","0","3","26","59","1","0","1","0","0","1","0","10.2","","0","1","0","2","0","0","26","59","1","1","13","2","0","13","64.6","51","0","2","1","1","6","10","2","0","3","4","0","9","0","0","0","0","0","0","0","1","1","0","4","6","0","0","0","0","0","0","1","0","0","0","0","1","4","9","16","9","7","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Steinfurt, Jan-Felix","1904532","15","2","15","2","1","56.5","35","11","11","31","0","15","9","1","6","3","27","0","0","0","0","0","3","29","65","0","0","0","0","0","0","0","17.5","","0","0","1","4","2","2","29","65","0","0","13","3","0","16","56.5","48.8","1","0","3","0","12","16","2","0","5","2","0","9","3","1","0","1","1","6","0","0","0","0","0","0","2","0","2","0","0","4","0","0","0","0","0","0","4","20","11","7","16","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Spataro, Licinio","1767357","10","-8","9","1","1","60.9","29","16","9","31","-24","20","12","3","8","3","30","40","1","98","6","15","0","21","55","0","0","0","0","0","0","0","10.8","","2","2","0","5","1","1","21","55","0","0","12","0","0","9","60.9","52.1","1","1","5","0","1","8","1","0","3","4","0","8","1","0","2","2","0","5","0","0","0","0","0","0","0","1","4","0","3","8","0","0","0","0","0","0","4","17","18","16","20","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Zhivkov, Angel","1685919","12","10","9","1","1","49.2","7","1","4","57","43","3","0","0","3","0","0","0","0","0","0","0","7","31","49","0","0","0","0","0","0","0","29.5","","0","0","0","3","0","0","31","49","7","0","18","0","0","13","49.2","45.3","0","0","0","0","1","1","1","0","1","1","0","3","0","0","0","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","4","7","6","4","5","0","0","0","0"
"Italy","15196","1063377","italy_15196","Muggia Volley Trieste vs Pallavolo S 3:1","2026-04-28 19:00","Alabarda Arena","Pallavolo S","Nowosielski, Gabriel","1904335","0","-1","0","0","0","0","0","0","0","0","0","32","18","7","14","9","50","14","1","93","2","14","0","0","0","0","4","9","0","1","3","5","13.2","","5","6","3","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","9","4","4","17","12","12","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Wysocki, Adam","1927137","0","-1","6","1","0","51.4","0","0","0","0","0","15","8","2","7","2","27","0","0","0","0","0","0","4","24","13","31","82","6","13","32","31","1.4","","1","1","1","5","0","1","4","24","0","0","2","0","0","2","51.4","45.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","31","7","4","27","82","3","27","27","26","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Rashkov, Stefan","1929398","9","-11","7","2","0","61","27","15","6","22","-33","13","5","0","8","0","0","49","3","94","7","14","3","15","29","0","0","0","0","0","0","0","5.1","","0","1","0","7","0","0","15","29","2","0","7","1","0","8","61","53.5","1","1","5","0","5","12","0","0","6","1","0","7","1","0","2","1","0","4","0","0","0","0","0","0","0","0","1","2","1","4","0","0","0","0","0","0","3","22","25","23","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Jansen, David","2087974","7","3","4","1","0","51.9","14","3","5","36","14","4","1","0","3","0","0","0","0","0","0","0","2","15","34","0","0","0","0","0","0","0","13.3","","0","0","0","2","0","1","15","34","1","0","8","1","2","7","51.9","46.6","1","0","0","0","2","3","1","0","3","0","0","4","0","0","0","0","0","0","3","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","3","5","8","8","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Steinfurt, Jan-Felix","1904532","6","-1","5","0","1","53.1","19","7","4","21","-16","14","8","1","6","2","21","0","0","0","0","0","1","15","30","0","0","0","0","0","0","0","1.9","","0","0","1","5","1","1","15","30","1","1","10","0","0","5","53.9","50","1","1","2","0","4","8","0","0","0","0","0","0","3","0","2","0","2","7","0","0","0","0","0","0","0","0","2","0","2","4","0","0","0","0","0","0","3","12","10","9","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Spataro, Licinio","1767357","6","-3","3","0","0","56.7","20","9","6","30","-15","14","7","0","7","2","14","13","0","100","3","23","0","6","25","0","0","0","0","0","0","0","2.7","","0","0","1","6","1","1","6","25","0","0","3","0","0","3","56.7","53.6","1","0","1","2","2","6","0","0","3","1","0","4","2","0","5","0","0","7","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","3","13","12","12","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Zhivkov, Angel","1685919","1","-3","3","1","0","42.4","6","3","0","0","-50","5","0","0","5","0","0","0","0","0","0","0","1","13","20","0","0","0","0","0","0","0","-2.5","","0","0","0","5","0","0","13","20","1","0","9","0","0","4","42.4","42","0","2","0","0","1","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","3","5","2","2","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Pallavolo S","Nowosielski, Gabriel","1904335","0","0","0","0","0","0","0","0","0","0","0","17","10","6","7","4","59","8","0","100","0","0","0","0","0","1","2","4","0","0","3","1","9.6","","2","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","4","3","9","9","5","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Sesc Flamengo RJO","Özben, Atalay","2003411","2","2","9","0","0","62","0","0","0","0","0","9","9","5","0","0","56","0","0","0","0","0","2","23","34","30","6","49","13","20","10","6","10","","0","0","0","0","0","0","23","34","2","1","21","0","1","2","62","52.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","6","3","1","9","49","3","21","18","17","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Sesc Flamengo RJO","Raimundo, Afonso","1949309","10","5","17","1","0","51.8","15","3","9","60","40","8","3","0","5","0","0","6","1","83","5","83","1","24","37","0","0","0","0","0","0","0","25.5","","0","3","0","1","0","1","24","37","1","1","21","0","0","3","51.8","46","0","0","0","0","0","0","0","0","0","1","1","2","8","1","1","0","2","12","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","16","11","14","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Sesc Flamengo RJO","Merenda, Gerardo","2004524","17","14","16","0","1","58","11","3","6","55","27","5","0","0","5","3","60","0","0","0","1","0","10","35","46","0","0","1","0","1","0","0","47.9","","2","2","0","1","1","2","35","46","9","0","31","1","0","4","58","49.2","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","6","0","2","0","1","9","0","0","0","0","0","0","0","0","0","0","1","1","3","8","13","15","0","0","0","0","0"
"Italy","15196","1063378","italy_15196","Pallavolo S vs Sesc Flamengo RJO 0:3","2026-04-30 19:00","arenaS","Sesc Flamengo RJO","Jackowski, Marcin","2060399","8","6","9","0","0","56.6","10","2","5","50","30","6","3","2","3","1","50","0","0","0","0","0","3","30","52","0","0","0","0","0","0","0","18","","1","2","0","1","0","0","30","52","3","0","25","0","0","5","56.6","50.3","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","2","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","7","11","6","0","0","0","0","0"
